Timestamp_uS,Position,P,I,D,Total_Adjustment,PWM_L,PWM_R,Est_Kp,Est_Kd
18132268,2464,103,0,16,119,81,255,0.099,-1.067
18135564,2471,102,0,-12,90,110,255,0.099,1.714
18138860,2463,103,0,14,117,82,255,0.099,1.750
18155348,2485,101,0,12,113,86,255,0.100,-0.545
18158648,2453,104,0,57,161,38,255,0.099,1.781
18161948,2555,94,0,-183,-89,255,111,0.099,1.794
18181744,2464,103,0,12,115,84,255,0.099,0.132
18185040,2456,104,0,14,118,82,255,0.100,1.750
18204832,2445,105,0,298,403,0,255,0.100,27.091
18208128,2443,105,0,3,108,91,255,0.099,1.500
18221376,2245,125,0,75,200,0,255,0.100,0.379
18224708,2213,128,0,57,185,14,255,0.099,1.781
18228036,2171,132,0,75,207,0,255,0.099,1.786
18247960,1939,156,0,63,219,0,255,0.100,0.272
18251280,1921,157,0,32,189,10,255,0.099,1.778
18271168,1947,155,0,-48,107,94,255,0.100,1.846
18274488,1932,156,0,27,183,17,255,0.099,1.800
18294424,2193,130,0,-21,109,91,255,0.099,0.080
18297760,2239,126,0,-82,44,157,243,0.100,1.783
18314368,2466,103,0,81,184,16,255,0.100,-0.357
18317708,2561,93,0,-171,-78,255,123,0.099,1.800
18337620,1918,158,0,243,401,0,255,0.100,0.378
18340960,1846,165,0,129,294,0,255,0.100,1.792
18360796,1179,232,0,298,530,0,255,0.100,0.447
18364132,1001,249,0,320,569,0,255,0.100,1.798
18384052,953,254,0,-14,240,0,255,0.100,-0.292
18387368,918,258,0,63,321,0,255,0.100,1.800
18404012,671,282,0,41,323,0,255,0.100,0.166
18407344,628,287,0,77,364,0,255,0.100,1.791
18430684,576,292,0,-34,258,0,255,0.100,-0.654
18433972,606,289,0,-54,235,0,255,0.100,1.800
18450620,841,265,0,-207,58,142,255,0.100,0.881
18453940,1002,249,0,-289,-40,239,161,0.100,1.795
18473732,1500,200,0,0,200,0,255,0.100,-0.000
18477016,1506,199,0,-10,189,12,255,0.100,1.667
18493492,1614,188,0,-93,95,105,255,0.100,0.861
18496792,1648,185,0,-61,124,76,255,0.100,1.794
18519896,2449,105,0,30,135,65,255,0.100,-0.037
18523188,2435,106,0,25,131,69,255,0.100,1.786
18542936,2480,102,0,-23,79,122,255,0.100,0.511
18546224,2487,101,0,-12,89,112,255,0.100,1.714
18549512,2500,100,0,-23,77,124,255,0.100,1.769
18565964,2493,100,0,-10,90,111,255,0.099,-1.429
18569264,2493,100,0,0,100,100,255,0.099,0.000
18572544,2500,100,0,-12,88,113,255,0.100,1.714
18585736,2862,63,0,-304,-241,255,0,0.099,0.840
18589060,3045,45,0,-329,-284,255,0,0.099,1.798
18608872,3505,0,0,1,1,199,201,-0.000,-0.002
18612156,3512,-1,0,-12,-13,213,187,0.083,1.714
18615496,3537,-3,0,-45,-48,248,152,0.081,1.800
18628680,3518,-1,0,21,20,181,219,0.056,1.105
18632016,3512,-1,0,10,9,191,209,0.083,1.667
18655112,3246,25,0,172,197,2,255,0.098,0.647
18658424,3061,43,0,333,376,0,255,0.098,1.800
18661740,2898,60,0,293,353,0,255,0.100,1.798
18678312,2500,100,0,0,100,100,255,0.100,0.000
18681584,2500,100,0,0,100,100,255,0.100,0.000
18684852,2498,100,0,3,103,97,255,0.100,1.500
18698148,2493,100,0,1,101,98,255,0.099,0.200
18701492,2493,100,0,0,100,100,255,0.099,0.000
18704820,2499,100,0,-10,90,111,255,0.100,1.667
18721440,2500,100,0,0,100,100,255,0.100,-0.000
18724712,2536,96,0,-64,32,169,231,0.100,1.778
18728000,2596,90,0,-108,-18,217,183,0.100,1.800
18744520,3428,7,0,-279,-272,255,0,0.097,0.335
18747820,3525,-2,0,-174,-176,255,23,0.080,1.794
18751108,3519,-1,0,10,9,192,208,0.053,1.667
18767624,3511,-1,0,0,-1,201,199,0.091,0.000
18770900,3506,0,0,9,9,192,208,-0.000,1.800
18774240,3506,0,0,0,0,200,200,-0.000,0.000
18790664,3501,0,0,-1,-1,201,199,-0.000,-0.200
18794000,3500,0,0,1,1,199,201,0.000,1.000
18797276,3500,0,0,0,0,200,200,0.000,0.000
18810524,3505,0,0,1,1,199,201,-0.000,-0.200
18813808,3523,-2,0,-32,-34,234,166,0.087,1.778
18817096,3518,-1,0,9,8,193,207,0.056,1.800
18833668,3440,6,0,86,92,108,255,0.100,1.103
18836956,3367,13,0,131,144,56,255,0.098,1.795
18840252,3292,20,0,135,155,45,255,0.096,1.800
18853484,2979,52,0,199,251,0,255,0.100,0.636
18856800,2909,59,0,126,185,15,255,0.100,1.800
18860124,2843,65,0,118,183,16,255,0.099,1.788
18879996,2874,62,0,-37,25,176,224,0.099,1.194
18883304,2958,54,0,-151,-97,255,103,0.100,1.798
18886616,3022,47,0,-115,-68,255,133,0.098,1.797
18899852,3430,7,0,-113,-106,255,94,0.100,0.277
18903152,3474,2,0,-79,-77,255,124,0.077,1.795
18906444,3500,0,0,-46,-46,246,154,0.000,1.769
18923004,3537,-3,0,-23,-26,227,173,0.081,0.622
18926292,3550,-5,0,-23,-28,228,172,0.100,1.769
18929576,3558,-5,0,-14,-19,220,180,0.086,1.750
1,3573,8697,-31999,-17494,-40796,159,13,-119.137,1166.267
18949304,3459,4,0,50,54,146,254,0.098,0.439
18952588,3390,11,0,124,135,65,255,0.100,1.797
18965804,3089,41,0,167,208,0,255,0.100,0.555
18969120,3044,45,0,81,126,74,255,0.099,1.800
18972432,2979,52,0,117,169,31,255,0.100,1.800
18992312,2863,63,0,-27,36,164,236,0.099,-0.233
18995620,2863,63,0,0,63,137,255,0.099,0.000
18998920,2901,59,0,-68,-9,208,192,0.098,1.789
19015480,3358,14,0,-208,-194,255,6,0.099,0.455
19018792,3467,3,0,-196,-193,255,8,0.091,1.798
19022084,3493,0,0,-46,-46,246,154,0.000,1.769
19035324,3500,0,0,21,21,179,221,0.000,-3.000
19038644,3506,0,0,-10,-10,211,189,-0.000,1.667
19041976,3506,0,0,0,0,200,200,-0.000,0.000
19058468,3536,-3,0,-21,-24,225,175,0.083,0.700
19061752,3506,0,0,54,54,147,253,-0.000,1.800
19065088,3500,0,0,10,10,190,210,0.000,1.667
19081532,3506,0,0,0,0,200,200,-0.000,-0.000
19084848,3512,-1,0,-10,-11,211,189,0.083,1.667
19088132,3511,-1,0,1,0,200,200,0.091,1.000
19101372,3481,1,0,45,46,154,246,0.053,1.500
19104660,3475,2,0,10,12,187,213,0.080,1.667
19107952,3432,6,0,77,83,116,255,0.088,1.791
19124540,3135,36,0,-55,-19,219,181,0.099,-0.185
19127856,3218,28,0,-149,-121,255,79,0.099,1.795
19131192,3184,31,0,61,92,108,255,0.098,1.794
19147792,3607,-10,0,176,166,35,255,0.093,-0.416
19151100,3325,17,0,507,524,0,255,0.097,1.798
19154408,3355,14,0,-54,-40,239,161,0.097,1.800
19174196,3462,3,0,-39,-36,235,165,0.079,0.364
19177496,3470,3,0,-14,-11,211,189,0.100,1.750
19197240,3512,-1,0,1,0,200,200,0.083,-0.024
19200528,3487,1,0,45,46,154,246,0.077,1.800
19213748,3493,0,0,12,12,187,213,0.000,-2.000
19217032,3480,2,0,23,25,175,225,0.100,1.769
19220320,3457,4,0,41,45,155,245,0.093,1.783
19240104,3313,18,0,73,91,108,255,0.096,0.507
19243404,3300,20,0,23,43,157,243,0.100,1.769
19263236,3412,8,0,-52,-44,243,157,0.091,0.464
19266524,3436,6,0,-43,-37,236,164,0.094,1.792
19286296,3506,0,0,-10,-10,211,189,-0.000,0.143
19289628,3512,-1,0,-10,-11,211,189,0.083,1.667
19309436,3512,-1,0,-1,-2,203,197,0.083,0.000
19312728,3512,-1,0,0,-1,201,199,0.083,0.000
19329284,3512,-1,0,21,20,180,220,0.083,0.000
19332616,3512,-1,0,0,-1,201,199,0.083,0.000
19352400,3500,0,0,0,0,200,200,0.000,0.000
19355668,3500,0,0,0,0,200,200,0.000,0.000
19375548,3524,-2,0,-32,-34,234,166,0.083,1.333
19378880,3524,-2,0,0,-2,202,198,0.083,0.000
19395432,3530,-3,0,-23,-26,226,174,0.100,3.833
19398724,3532,-3,0,-3,-6,206,194,0.094,1.500
19421784,3587,-8,0,-14,-22,223,177,0.092,0.255
19425072,3586,-8,0,1,-7,206,194,0.093,1.000
19441548,3565,-6,0,25,19,182,218,0.092,1.190
19444840,3571,-7,0,-10,-17,217,183,0.099,1.667
19464572,3543,-4,0,0,-4,204,196,0.093,0.000
19467852,3524,-2,0,34,32,169,231,0.083,1.789
19487628,3529,-2,0,25,23,178,222,0.069,-5.000
19490920,3536,-3,0,-12,-15,216,184,0.083,1.714
19507364,3524,-2,0,23,21,179,221,0.083,1.917
19510652,3524,-2,0,0,-2,202,198,0.083,0.000
19530460,3529,-2,0,1,-1,201,199,0.069,-0.200
19533752,3530,-3,0,-1,-4,204,196,0.100,1.000
19556828,3530,-3,0,12,9,191,209,0.100,0.000
19560116,3536,-3,0,-10,-13,214,186,0.083,1.667
19563404,3550,-5,0,-25,-30,230,170,0.100,1.786
19576548,3529,-2,0,1,-1,201,199,0.069,0.048
19579840,3530,-3,0,-1,-4,204,196,0.100,1.000
19599612,3543,-4,0,-10,-14,215,185,0.093,0.769
19602896,3537,-3,0,10,7,193,207,0.081,1.667
19606188,3536,-3,0,1,-2,201,199,0.083,1.000
19622656,3523,-2,0,25,23,178,222,0.087,1.923
19625940,3530,-3,0,-12,-15,215,185,0.100,1.714
19629284,3524,-2,0,10,8,192,208,0.083,1.667
19645776,3500,0,0,10,10,190,210,0.000,0.417
19649056,3532,-3,0,-57,-60,255,140,0.094,1.781
19652356,3512,-1,0,36,35,166,234,0.083,1.800
19668812,3542,-4,0,-9,-13,213,187,0.095,0.300
19672112,3532,-3,0,18,15,186,214,0.094,1.800
19675400,3531,-3,0,1,-2,201,199,0.097,1.000
19691848,3538,-3,0,-10,-13,214,186,0.079,1.429
19695140,3532,-3,0,10,7,193,207,0.094,1.667
19698428,3549,-4,0,-30,-34,235,165,0.082,1.765
19711604,3492,0,0,39,39,160,240,0.000,0.684
19714896,3462,3,0,54,57,143,255,0.079,1.800
19718204,3456,4,0,10,14,185,215,0.091,1.667
19734696,3366,13,0,0,13,187,213,0.097,0.000
19737992,3368,13,0,-3,10,191,209,0.098,1.500
19741296,3378,12,0,-18,-6,205,195,0.098,1.800
19780868,3364,13,0,25,38,162,238,0.096,1.786
19784168,3343,15,0,37,52,147,253,0.096,1.762
19787472,3300,20,0,77,97,103,255,0.100,1.791
19800720,3138,36,0,95,131,69,255,0.099,0.586
19804036,3046,45,0,165,210,0,255,0.099,1.793
19807364,2977,52,0,124,176,24,255,0.099,1.797
19823920,2524,97,0,-36,61,139,255,0.099,-0.079
19827216,2508,99,0,28,127,72,255,0.100,1.750
19830508,2452,104,0,100,204,0,255,0.099,1.786
19846988,2477,102,0,27,129,71,255,0.100,-1.080
19850292,2452,104,0,45,149,51,255,0.099,1.800
19853588,2445,105,0,12,117,82,255,0.100,1.714
19870092,1798,170,0,363,533,0,255,0.100,0.561
19873384,1684,181,0,205,386,0,255,0.100,1.798
19876680,1599,190,0,153,343,0,255,0.100,1.800
19893136,1500,200,0,23,223,0,255,0.100,0.232
19896440,1492,200,0,14,214,0,255,0.100,1.750
19899744,1492,200,0,0,200,0,255,0.100,0.000
19916284,1467,203,0,7,210,0,255,0.100,0.280
19919580,1472,202,0,-9,193,7,255,0.100,1.800
19936032,1459,204,0,14,218,0,255,0.100,1.077
19939336,1481,201,0,-39,162,38,255,0.100,1.773
19942624,1474,202,0,12,214,0,255,0.100,1.714
19959080,1486,201,0,-10,191,10,255,0.100,0.833
19962376,1486,201,0,0,201,0,255,0.100,0.000
19965660,1478,202,0,14,216,0,255,0.100,1.750
19982144,1474,202,0,-48,154,46,255,0.100,-12.000
20005184,1856,164,0,-255,-91,255,109,0.100,0.668
20008524,1778,172,0,140,312,0,255,0.100,1.795
20011816,1757,174,0,37,211,0,255,0.100,1.762
20025120,1896,160,0,-108,52,148,252,0.100,0.777
20028452,1957,154,0,-109,45,156,244,0.100,1.787
20031776,1966,153,0,-16,137,63,255,0.100,1.778
20048420,2000,150,0,-36,114,86,255,0.100,1.059
20051748,1989,151,0,19,170,30,255,0.100,1.727
20055080,2018,148,0,-52,96,104,255,0.100,1.793
20071672,2054,144,0,-1,143,58,255,0.100,0.028
20074992,2207,129,0,-275,-146,255,54,0.100,1.797
20078304,2184,131,0,41,172,27,255,0.100,1.783
20098244,1928,157,0,-5,152,49,255,0.100,-0.020
20101564,1925,157,0,5,162,38,255,0.100,1.667
20114864,1941,155,0,0,155,45,255,0.099,-0.000
20118180,1959,154,0,-32,122,79,255,0.100,1.778
20121508,1989,151,0,-54,97,103,255,0.100,1.800
20138080,2305,119,0,-133,-14,213,187,0.100,0.421
20141372,2392,110,0,-156,-46,245,155,0.099,1.793
20144664,2475,102,0,-149,-47,246,154,0.100,1.795
20164460,2467,103,0,-27,76,124,255,0.100,-3.375
20167772,2465,103,0,3,106,93,255,0.100,1.500
20181000,2533,96,0,-106,-10,209,191,0.099,1.559
20184296,2483,101,0,90,191,9,255,0.099,1.800
20187596,2459,104,0,43,147,53,255,0.100,1.792
20210704,2475,102,0,1,103,96,255,0.100,-0.062
20214008,2468,103,0,12,115,85,255,0.100,1.714
20230508,2569,93,0,-46,47,154,246,0.100,0.455
20233808,2635,86,0,-118,-32,232,168,0.099,1.788
20253728,3418,8,0,-73,-65,255,135,0.098,0.093
20257044,3480,2,0,-111,-109,255,91,0.100,1.790
20276904,3517,-1,0,-14,-15,216,184,0.059,0.378
20280216,3508,0,0,16,16,185,215,-0.000,1.778
20300072,3415,8,0,1,9,190,210,0.094,0.011
20303384,3426,7,0,-19,-12,212,188,0.095,1.727
20323320,2787,71,0,280,351,0,255,0.100,0.438
20326652,2691,80,0,172,252,0,255,0.099,1.792
20343204,2481,101,0,-1,100,100,255,0.099,-0.005
20346516,2471,102,0,18,120,80,255,0.099,1.800
20366376,2596,90,0,0,90,110,255,0.100,-0.000
20369688,2676,82,0,-144,-62,255,139,0.100,1.800
20389664,3409,9,0,102,111,89,255,0.099,-0.139
20392988,3453,4,0,-79,-75,255,126,0.085,1.795
20412876,3519,-1,0,-18,-19,219,181,0.053,0.273
20416192,3519,-1,0,0,-1,201,199,0.053,0.000
20432780,3428,7,0,50,57,143,255,0.097,0.549
20436108,3413,8,0,27,35,165,235,0.092,1.800
20456044,3000,50,0,234,284,0,255,0.100,0.567
20459376,3000,50,0,0,50,150,250,0.100,0.000
20475996,2540,96,0,52,148,52,255,0.100,0.113
20479304,2570,93,0,-54,39,161,239,0.100,1.800
20499212,2864,63,0,-199,-136,255,64,0.099,0.677
20502544,3000,50,0,-244,-194,255,6,0.100,1.794
20525824,3442,5,0,-28,-23,223,177,0.086,0.063
20529144,3477,2,0,-63,-61,255,140,0.087,1.800
20532476,3489,1,0,-21,-20,220,180,0.091,1.750
20545724,3519,-1,0,-55,-56,255,143,0.053,1.833
20549044,3537,-3,0,-32,-35,236,164,0.081,1.778
20568912,3508,0,0,16,16,185,215,-0.000,0.552
20572228,3472,2,0,64,66,133,255,0.071,1.778
20592100,3200,30,0,93,123,77,255,0.100,0.342
20595416,3169,33,0,55,88,112,255,0.100,1.774
20598732,3152,34,0,30,64,135,255,0.098,1.765
20615344,3167,33,0,-43,-10,209,191,0.099,2.867
20618660,3195,30,0,-50,-20,219,181,0.098,1.786
20621976,3268,23,0,-131,-108,255,92,0.099,1.795
20635216,3477,2,0,-102,-100,255,100,0.087,0.488
20638516,3553,-5,0,-136,-141,255,58,0.094,1.789
20658324,3528,-2,0,-12,-14,215,185,0.071,-0.480
20661624,3528,-2,0,0,-2,202,198,0.071,0.000
20664916,3562,-6,0,-61,-67,255,133,0.097,1.794
20681472,3000,50,0,657,707,0,255,0.100,1.169
20684788,2552,94,0,806,900,0,255,0.099,1.799
20688100,2522,97,0,54,151,49,255,0.099,1.800
20701308,2335,116,0,318,434,0,255,0.100,1.701
20704612,1912,158,0,761,919,0,255,0.099,1.799
20727800,754,274,0,392,666,0,255,0.100,0.339
20731144,590,291,0,295,586,0,255,0.100,1.799
20734492,462,303,0,230,533,0,255,0.100,1.797
20747736,469,303,0,23,326,0,255,0.100,-3.286
20751032,469,303,0,0,303,0,255,0.100,0.000
20754324,449,305,0,36,341,0,255,0.100,1.800
20770876,0,350,0,181,531,0,255,0.100,0.403
20774192,0,350,0,0,350,0,255,0.100,0.000
20777504,0,350,0,0,350,0,255,0.100,0.000
20790776,0,350,0,864,1214,0,255,0.100,0.000
20794100,0,350,0,0,350,0,255,0.100,0.000
20797420,0,350,0,0,350,0,255,0.100,0.000
20817112,0,350,0,0,350,0,255,0.100,0.000
20820368,0,350,0,0,350,0,255,0.100,0.000
20823620,0,350,0,0,350,0,255,0.100,0.000
20839876,0,350,0,0,350,0,255,0.100,0.000
20843132,0,350,0,0,350,0,255,0.100,0.000
20846400,0,350,0,0,350,0,255,0.100,0.000
20862712,0,350,0,0,350,0,255,0.100,0.000
20865984,0,350,0,0,350,0,255,0.100,0.000
20869256,0,350,0,0,350,0,255,0.100,0.000
20885560,0,350,0,0,350,0,255,0.100,0.000
20888808,0,350,0,0,350,0,255,0.100,0.000
20892056,0,350,0,0,350,0,255,0.100,0.000
20905060,0,350,0,0,350,0,255,0.100,0.000
20908308,0,350,0,0,350,0,255,0.100,0.000
20911556,0,350,0,0,350,0,255,0.100,0.000
20927800,0,350,0,0,350,0,255,0.100,0.000
20931048,0,350,0,0,350,0,255,0.100,0.000
20934292,0,350,0,0,350,0,255,0.100,0.000
20950540,0,350,0,0,350,0,255,0.100,0.000
20953788,0,350,0,0,350,0,255,0.100,0.000
20957036,0,350,0,0,350,0,255,0.100,0.000
20973276,0,350,0,0,350,0,255,0.100,0.000
20976524,0,350,0,0,350,0,255,0.100,0.000
20979776,0,350,0,0,350,0,255,0.100,0.000
20996084,0,350,0,0,350,0,255,0.100,0.000
20999348,0,350,0,0,350,0,255,0.100,0.000
21002668,0,350,0,0,350,0,255,0.100,0.000
21015948,0,350,0,0,350,0,255,0.100,0.000
21019264,0,350,0,0,350,0,255,0.100,0.000
21022588,0,350,0,0,350,0,255,0.100,0.000
305,0,350,-4352,-17494,-21496,193,1,0.100,0.000
21042452,500,300,0,-91,209,0,255,0.100,0.182
21045800,500,300,0,0,300,0,255,0.100,0.000
21062296,1473,202,0,14,216,0,255,0.100,-0.014
21065596,1450,205,0,41,246,0,255,0.100,1.783
21068904,1500,200,0,-90,110,90,255,0.100,1.800
21088800,2493,100,0,-32,68,132,255,0.099,0.032
21092080,2493,100,0,0,100,100,255,0.099,0.000
21111848,2648,85,0,-189,-104,255,97,0.100,1.219
21115144,2734,76,0,-154,-78,255,122,0.099,1.791
21128388,3260,24,0,-225,-201,255,0,0.100,0.428
21131688,3381,11,0,-217,-206,255,0,0.092,1.793
21135028,3482,1,0,-181,-180,255,21,0.056,1.792
21154780,3500,0,0,0,0,200,200,0.000,-0.000
21158100,3498,0,0,3,3,197,203,0.000,1.500
21177932,2923,57,0,217,274,0,255,0.099,0.377
21181244,2734,76,0,340,416,0,255,0.099,1.799
21201048,2500,100,0,0,100,100,255,0.100,0.000
21204376,2500,100,0,0,100,100,255,0.100,0.000
21224200,2500,100,0,0,100,100,255,0.100,0.000
21227472,2500,100,0,0,100,100,255,0.100,0.000
21244016,2749,75,0,-93,-18,218,182,0.100,0.373
21247316,2913,58,0,-295,-237,255,0,0.099,1.799
21267192,3482,1,0,32,33,166,234,0.056,-0.056
21270472,3334,16,0,266,282,0,255,0.096,1.797
21290408,3500,0,0,10,10,190,210,0.000,-0.060
21293684,3480,2,0,36,38,162,238,0.100,1.800
21313480,3487,1,0,23,24,176,224,0.077,-3.286
21316820,3475,2,0,21,23,176,224,0.080,1.750
21336668,2878,62,0,181,243,0,255,0.100,0.303
21339980,2793,70,0,153,223,0,255,0.099,1.800
21356472,2543,95,0,12,107,92,255,0.099,0.048
21359764,2550,95,0,-12,83,118,255,0.100,1.714
21379544,2878,62,0,-167,-105,255,95,0.100,0.509
21382856,2916,58,0,-68,-10,210,190,0.099,1.789
21399388,3470,3,0,-86,-83,255,117,0.100,0.155
21402684,3506,0,0,-64,-64,255,135,-0.000,1.778
21425844,3523,-2,0,-41,-43,243,157,0.087,2.412
21429128,3511,-1,0,21,20,180,220,0.091,1.750
21448984,3512,-1,0,0,-1,201,199,0.083,-0.000
21452312,3512,-1,0,0,-1,201,199,0.083,0.000
21455584,3517,-1,0,-9,-10,210,190,0.059,1.800
21468764,3447,5,0,-30,-25,225,175,0.094,-0.429
21472064,3354,14,0,167,181,18,255,0.096,1.796
21491924,3162,33,0,57,90,109,255,0.098,0.297
21495240,3180,32,0,-32,0,200,200,0.100,1.778
21511792,3243,25,0,-52,-27,226,174,0.097,0.825
21515100,3248,25,0,-9,16,184,216,0.099,1.800
21538244,3524,-2,0,-12,-14,215,185,0.083,0.043
21541580,3523,-2,0,1,-1,200,200,0.087,1.000
21544864,3524,-2,0,-1,-3,204,196,0.083,1.000
21558140,3500,0,0,10,10,190,210,0.000,0.417
21561416,3512,-1,0,-21,-22,222,178,0.083,1.750
21581168,3518,-1,0,10,9,192,208,0.056,-1.667
21584504,3511,-1,0,12,11,189,211,0.091,1.714
21587792,3500,0,0,19,19,181,219,0.000,1.727
21604316,3384,11,0,133,144,56,255,0.095,1.147
21607620,3331,16,0,95,111,88,255,0.095,1.792
21610920,3306,19,0,45,64,136,255,0.098,1.800
21627468,3218,28,0,-32,-4,204,196,0.099,-0.364
21630780,3199,30,0,34,64,136,255,0.100,1.789
21634100,3257,24,0,-104,-80,255,120,0.099,1.793
21647332,3387,11,0,-176,-165,255,35,0.097,1.354
21650640,3454,4,0,-120,-116,255,84,0.087,1.791
21653940,3486,1,0,-57,-56,255,144,0.071,1.781
21670396,3545,-4,0,-23,-27,227,173,0.089,0.390
21673684,3553,-5,0,-14,-19,219,181,0.094,1.750
21676972,3544,-4,0,16,12,189,211,0.091,1.778
21693424,3546,-4,0,0,-4,204,196,0.087,-0.000
21696712,3525,-2,0,37,35,165,235,0.080,1.762
21699996,3531,-3,0,-10,-13,213,187,0.097,1.667
21716452,3538,-3,0,-10,-13,214,186,0.079,1.429
21719744,3546,-4,0,-14,-18,219,181,0.087,1.750
21723036,3545,-4,0,1,-3,202,198,0.089,1.000
21739500,3549,-4,0,-16,-20,221,179,0.082,4.000
21742796,3472,2,0,138,140,59,255,0.071,1.792
21746140,3582,-8,0,-198,-206,255,0,0.098,1.800
21759480,3692,-19,0,-228,-247,255,0,0.099,2.073
21762816,3548,-4,0,259,255,0,255,0.083,1.799
21766128,3544,-4,0,7,3,198,202,0.091,1.750
21782584,3538,-3,0,1,-2,202,198,0.079,0.167
21785880,3546,-4,0,-14,-18,219,181,0.087,1.750
21789168,3532,-3,0,25,22,179,221,0.094,1.786
21808936,3553,-5,0,-12,-17,217,183,0.094,0.571
21812232,3554,-5,0,-1,-6,207,193,0.093,1.000
21815532,3533,-3,0,37,34,166,234,0.091,1.762
21828708,3513,-1,0,39,38,162,238,0.077,1.950
21832000,3513,-1,0,0,-1,201,199,0.077,0.000
21835292,3514,-1,0,-1,-2,203,197,0.071,1.000
21851780,3478,2,0,39,41,159,241,0.091,1.083
21855076,3484,1,0,-10,-9,209,191,0.062,1.667
21858388,3485,1,0,-1,0,200,200,0.067,1.000
21874884,3506,0,0,14,14,187,213,-0.000,-0.667
21878176,3500,0,0,10,10,190,210,0.000,1.667
21881464,3500,0,0,0,0,200,200,0.000,0.000
21894636,3447,5,0,41,46,154,246,0.094,0.774
21897932,3437,6,0,18,24,176,224,0.095,1.800
21901232,3417,8,0,36,44,156,244,0.096,1.800
21917764,3356,14,0,1,15,184,216,0.097,0.016
21921076,3344,15,0,21,36,163,237,0.096,1.750
21924384,3344,15,0,0,15,185,215,0.096,0.000
21940920,3449,5,0,-34,-29,229,171,0.098,0.324
21944228,3459,4,0,-18,-14,213,187,0.098,1.800
21947536,3483,1,0,-43,-42,241,159,0.059,1.792
21964052,3507,0,0,3,3,198,202,-0.000,-0.125
21967356,3515,-1,0,-14,-15,215,185,0.067,1.750
21970660,3507,0,0,14,14,187,213,-0.000,1.750
21987120,3515,-1,0,0,-1,201,199,0.067,-0.000
21990420,3523,-2,0,-14,-16,216,184,0.087,1.750
21993720,3522,-2,0,1,-1,200,200,0.091,1.000
22013476,3477,2,0,27,29,171,229,0.087,0.600
22016772,3485,1,0,-14,-13,212,188,0.067,1.750
22029972,3470,3,0,25,28,172,228,0.100,1.667
22033268,3469,3,0,1,4,196,204,0.097,1.000
22036576,3456,4,0,23,27,173,227,0.091,1.769
22053064,3454,4,0,9,13,187,213,0.087,4.500
22056360,3452,4,0,3,7,192,208,0.083,1.500
22059660,3452,4,0,0,4,196,204,0.083,0.000
22072864,3459,4,0,1,5,195,205,0.098,-0.143
22076168,3451,4,0,14,18,181,219,0.082,1.750
22079476,3450,5,0,1,6,194,206,0.100,1.000
22096004,3404,9,0,59,68,131,255,0.094,1.283
22099308,3429,7,0,-45,-38,237,163,0.099,1.800
22102612,3410,9,0,34,43,157,243,0.100,1.789
22125756,3363,13,0,36,49,151,249,0.095,0.766
22129060,3370,13,0,-12,1,200,200,0.100,1.714
22145608,3386,11,0,-19,-8,208,192,0.096,1.188
22148916,3406,9,0,-36,-27,226,174,0.096,1.800
22168760,3457,4,0,-12,-8,208,192,0.093,0.235
22172060,3483,1,0,-46,-45,245,155,0.059,1.769
22191880,3469,3,0,0,3,197,203,0.097,0.000
22195168,3476,2,0,-12,-10,210,190,0.083,1.714
22211688,3431,6,0,63,69,131,255,0.087,1.400
22214992,3409,9,0,39,48,152,248,0.099,1.773
22238184,3190,31,0,41,72,128,255,0.100,0.187
22241504,3197,30,0,-12,18,183,217,0.099,1.714
22258112,3314,18,0,-93,-75,255,125,0.097,0.795
22261432,3358,14,0,-79,-65,255,135,0.099,1.795
22277980,3484,1,0,-16,-15,214,186,0.062,0.127
22281292,3522,-2,0,-68,-70,255,130,0.091,1.789
22304376,3523,-2,0,-1,-3,204,196,0.087,1.000
22307684,3530,-3,0,-12,-15,215,185,0.100,1.714
22327484,3500,0,0,39,39,161,239,0.000,1.300
22330772,3491,0,0,16,16,183,217,0.000,1.778
22350604,3391,10,0,48,58,141,255,0.092,0.480
22353916,3366,13,0,45,58,142,255,0.097,1.800
22370500,3306,19,0,-10,9,192,208,0.098,-0.167
22373816,3320,18,0,-25,-7,207,193,0.100,1.786
22393680,3492,0,0,-108,-108,255,93,0.000,0.628
22396992,3522,-2,0,-54,-56,255,144,0.091,1.800
22416772,3483,1,0,-32,-31,230,170,0.059,-0.821
22420076,3484,1,0,-1,0,200,200,0.062,1.000
22436560,3500,0,0,-36,-36,236,164,0.000,2.250
22439836,3424,7,0,136,143,56,255,0.092,1.789
22463108,2545,95,0,-82,13,188,212,0.099,-0.093
22466388,2469,103,0,136,239,0,255,0.100,1.789
22469680,2440,106,0,52,158,42,255,0.100,1.793
22482848,1487,201,0,1,202,0,255,0.100,0.001
22486196,1487,201,0,0,201,0,255,0.100,0.000
22502868,666,283,0,608,891,0,255,0.100,0.741
22506204,562,293,0,187,480,0,255,0.100,1.798
22529344,449,305,0,12,317,0,255,0.100,0.106
22532636,442,305,0,12,317,0,255,0.100,1.714
22535932,601,289,0,-286,3,197,203,0.100,1.799
22552460,299,320,0,95,415,0,255,0.100,0.315
22555768,251,324,0,86,410,0,255,0.100,1.792
22559076,205,329,0,82,411,0,255,0.100,1.783
1409311163,37,-256,24624,344,24712,246,170,-0.074,2.048
22575636,79,342,0,32,374,0,255,0.100,-0.762
22578948,80,342,0,-1,341,0,255,0.100,1.000
22595540,0,350,0,106,456,0,255,0.100,1.325
